NUMBER,MAG_APER,MAGERR_APER,MAG_AUTO,MAGERR_AUTO,MAG_BEST,MAGERR_BEST,KRON_RADIUS,BACKGROUND,THRESHOLD,ISOAREA_IMAGE,ISOAREAF_IMAGE,ALPHAPEAK_J2000,DELTAPEAK_J2000,X_IMAGE,Y_IMAGE,FWHM_IMAGE,FWHM_WORLD,ELONGATION,ELLIPTICITY,CLASS_STAR,FLUX_RADIUS,FILE_NAME,CLASS_OBJECT
4803,-10.9279,0.0133,-11.3673,0.0184,-11.3673,0.0184,3.54,4367.585,147.3241,46,51,149.0796542,+69.3302685,605.045,4229.842,3.30,0.0001713264,1.033,0.032,0.97,1.921,dataset\i23.cat,None
2738,-10.9244,0.0133,-11.8314,0.0222,-11.8314,0.0222,4.65,4781.709,147.3241,72,99,149.0249549,+69.1534264,975.414,824.804,3.45,0.0001791314,1.391,0.281,0.97,2.959,dataset\i23.cat,None
2172,-10.9229,0.0133,-11.6771,0.0169,-11.6771,0.0169,3.50,5942.062,147.3241,68,71,148.8875329,+69.1419554,1918.497,605.014,6.04,0.0003136702,1.542,0.351,0.13,2.505,dataset\i23.cat,None
4634,-10.9226,0.0134,-11.7595,0.0167,-11.7595,0.0167,3.57,4303.684,147.3241,75,82,149.1306994,+69.2740939,256.062,3148.976,5.18,0.0002688613,1.492,0.330,0.15,2.678,dataset\i23.cat,fo
1520,-10.9184,0.0134,-11.3335,0.0196,-11.3335,0.0196,3.50,4987.486,147.3241,47,54,149.0403973,+69.1316100,870.117,404.136,3.72,0.0001932971,1.193,0.162,0.97,1.904,dataset\i23.cat,None
4363,-10.9153,0.0134,-12.6774,0.0150,-12.6774,0.0150,5.02,4393.98,147.3241,167,181,148.9252816,+69.2238353,1656.612,2180.883,10.15,0.0005269868,1.569,0.363,0.02,5.066,dataset\i23.cat,fo
273,-10.9121,0.0134,-12.0035,0.0161,-12.0610,0.0197,3.50,4976.102,147.3241,107,116,149.0763595,+69.1140448,622.244,66.521,6.12,0.0003181401,1.192,0.161,0.24,3.142,dataset\i23.cat,None
2501,-10.9071,0.0135,-12.0329,0.0182,-11.8197,0.0182,4.81,4911.893,147.3241,75,77,149.0119651,+69.1481291,1065.768,722.974,6.28,0.0003262558,1.103,0.093,0.03,3.269,dataset\i23.cat,None
4710,-10.8996,0.0136,-11.9436,0.0204,-11.9436,0.0204,4.96,4352.225,147.3241,85,94,149.0529433,+69.2897118,785.664,3449.022,4.39,0.0002281365,1.030,0.029,0.30,3.201,dataset\i23.cat,None
1330,-10.8979,0.0135,-13.1108,0.0143,-12.2784,0.0209,6.71,4325.243,147.3241,145,162,149.1379306,+69.1296444,200.661,367.896,19.61,0.001018817,1.117,0.105,0.03,9.931,dataset\i23.cat,None
2287,-10.8964,0.0136,-11.4964,0.0212,-11.4694,0.0225,4.17,5704.297,147.3241,53,59,148.8980235,+69.1443519,1845.097,650.682,3.83,0.0001990513,1.134,0.118,0.98,2.217,dataset\i23.cat,None
515,-10.8961,0.0136,-12.3652,0.0173,-12.2770,0.0176,4.94,4973.782,147.3241,122,140,149.0721460,+69.1182015,651.118,148.523,11.56,0.0006005167,2.352,0.575,0.02,4.421,dataset\i23.cat,None
83,-10.8940,0.0137,-10.9295,0.0228,-10.9295,0.0228,3.50,8197.845,147.3241,30,36,148.8807132,+69.1116178,1966.260,20.335,3.13,0.0001625367,1.228,0.186,0.95,1.390,dataset\i23.cat,None
2067,-10.8918,0.0137,-11.8153,0.0171,-11.8232,0.0222,3.71,4901.739,147.3241,72,94,149.0322410,+69.1411161,925.632,587.525,5.48,0.0002844876,1.160,0.138,0.43,2.872,dataset\i23.cat,None
1286,-10.8912,0.0137,-11.6458,0.0218,-11.6197,0.0234,4.45,6187.095,147.3241,69,75,148.9069985,+69.1286200,1784.833,348.476,4.45,0.0002309753,1.361,0.265,0.87,2.505,dataset\i23.cat,None
1551,-10.8905,0.0137,-11.6417,0.0190,-11.6417,0.0190,3.50,4971.63,147.3241,77,100,149.0387954,+69.1332204,882.157,435.901,4.54,0.000236009,1.408,0.290,0.86,2.483,dataset\i23.cat,None
774,-10.8892,0.0137,-11.2381,0.0197,-11.2381,0.0197,3.50,6501.571,147.3241,38,44,148.9239432,+69.1203192,1669.105,187.645,3.23,0.0001679009,1.249,0.199,0.97,1.763,dataset\i23.cat,None
2758,-10.8839,0.0138,-11.8445,0.0233,-11.7410,0.0213,4.69,4904.079,147.3241,73,81,149.0002887,+69.1538420,1144.746,833.336,10.57,0.0005491704,2.674,0.626,0.58,3.184,dataset\i23.cat,None
2566,-10.8781,0.0139,-11.3642,0.0230,-11.3642,0.0230,4.56,4867.811,147.3241,44,49,149.0188235,+69.1490119,1018.528,740.011,3.43,0.0001779853,1.217,0.178,0.97,1.995,dataset\i23.cat,None
1600,-10.8772,0.0139,-11.2761,0.0197,-11.2761,0.0197,3.50,6285.592,147.3241,42,49,148.8810227,+69.1329131,1962.336,430.945,3.83,0.0001989897,1.204,0.169,0.98,1.906,dataset\i23.cat,None
3790,-10.8753,0.0139,-12.2035,0.0174,-12.2035,0.0174,4.28,4461.923,147.3241,126,136,148.9935471,+69.1869269,1191.415,1469.393,6.53,0.000339086,1.385,0.278,0.02,3.712,dataset\i23.cat,fo
323,-10.8750,0.0138,-11.3218,0.0207,-11.4015,0.0235,3.58,4993.259,147.3241,49,56,149.0747581,+69.1144609,633.711,74.868,3.68,0.0001913902,1.363,0.267,0.98,1.943,dataset\i23.cat,None
2535,-10.8741,0.0138,-12.1537,0.0199,-11.7488,0.0233,6.01,4802.64,147.3241,82,89,149.0316648,+69.1490629,929.955,741.304,4.93,0.0002562018,1.541,0.351,0.46,4.199,dataset\i23.cat,None
210,-10.8710,0.0139,-11.4249,0.0194,-11.4249,0.0194,3.50,4780.988,147.3241,56,64,149.0875733,+69.1127937,545.923,42.133,3.91,0.0002029527,1.105,0.095,0.96,2.166,dataset\i23.cat,None
1736,-10.8698,0.0140,-11.9813,0.0164,-11.9081,0.0167,3.96,6060.184,147.3241,75,80,148.8995284,+69.1354193,1836.376,479.346,9.40,0.0004884572,1.861,0.463,0.02,3.154,dataset\i23.cat,None
1387,-10.8679,0.0140,-12.2494,0.0196,-11.9256,0.0191,5.25,4990.238,147.3241,87,94,149.0434572,+69.1302591,849.718,378.644,9.27,0.0004814317,1.104,0.094,0.25,4.471,dataset\i23.cat,None
4581,-10.8657,0.0140,-12.0104,0.0173,-12.0104,0.0173,4.14,4348.861,147.3241,94,101,148.9441977,+69.2621754,1526.781,2919.018,6.36,0.0003305194,1.163,0.140,0.02,3.214,dataset\i23.cat,fo
2408,-10.8651,0.0139,-11.8043,0.0178,-11.8847,0.0207,3.50,5631.524,147.3241,86,96,148.8945064,+69.1472581,1870.147,705.916,6.27,0.0003258927,1.356,0.263,0.09,2.844,dataset\i23.cat,None
1322,-10.8639,0.0140,-11.5575,0.0200,-11.5889,0.0230,3.57,6180.584,147.3241,64,71,148.9053928,+69.1290345,1795.895,356.948,6.04,0.0003137436,1.110,0.099,0.93,2.367,dataset\i23.cat,None
4550,-10.8608,0.0141,-11.2724,0.0208,-11.2724,0.0208,3.50,4274.029,147.3241,49,53,149.1506953,+69.2567830,119.164,2816.239,4.43,0.0002300231,1.193,0.161,0.90,1.969,dataset\i23.cat,fo
2875,-10.8589,0.0140,-11.5195,0.0188,-11.5195,0.0188,3.50,4930.639,147.3241,62,69,148.9616059,+69.1558608,1410.130,872.273,3.94,0.000204408,1.380,0.275,0.92,2.315,dataset\i23.cat,None
736,-10.8586,0.0141,-11.7514,0.0209,-11.7201,0.0228,4.45,4861.154,147.3241,76,84,149.0760853,+69.1198621,624.661,179.458,4.86,0.0002524043,1.207,0.171,0.13,2.775,dataset\i23.cat,None
891,-10.8515,0.0141,-11.9233,0.0174,-11.9280,0.0212,3.66,4664.194,147.3241,96,104,149.0851290,+69.1224035,563.472,227.469,5.85,0.0003037476,1.150,0.130,0.03,3.106,dataset\i23.cat,None
1892,-10.8512,0.0142,-11.4564,0.0205,-11.5108,0.0250,3.59,4972.648,147.3241,64,69,149.0249455,+69.1377407,975.873,522.691,3.54,0.0001839599,1.332,0.249,0.96,2.199,dataset\i23.cat,None
1675,-10.8503,0.0141,-12.0827,0.0153,-12.1411,0.0175,3.50,5841.648,147.3241,108,116,148.9142583,+69.1352205,1733.927,472.870,9.36,0.0004864529,1.901,0.474,0.18,3.368,dataset\i23.cat,None
2086,-10.8500,0.0142,-11.4363,0.0233,-11.4363,0.0233,4.76,4428.843,147.3241,46,72,149.0949628,+69.1404739,496.289,576.433,3.24,0.0001681038,1.065,0.061,0.97,2.128,dataset\i23.cat,None
1642,-10.8489,0.0142,-11.2392,0.0205,-11.2392,0.0205,3.50,4286.622,147.3241,45,47,149.1474320,+69.1336365,135.676,444.700,4.07,0.0002112457,1.261,0.207,0.97,1.911,dataset\i23.cat,None
1238,-10.8478,0.0142,-11.8935,0.0212,-11.8465,0.0233,4.45,4824.037,147.3241,93,101,149.0654667,+69.1278125,697.630,332.614,6.38,0.000331591,1.109,0.099,0.39,3.189,dataset\i23.cat,None
4570,-10.8461,0.0142,-11.7537,0.0204,-11.7537,0.0204,4.47,4307.308,147.3241,73,77,149.0622748,+69.2604152,722.034,2885.490,5.22,0.0002713004,1.321,0.243,0.07,2.801,dataset\i23.cat,None
3508,-10.8435,0.0142,-11.5522,0.0191,-11.5522,0.0191,3.58,4840.127,147.3241,67,99,148.8893841,+69.1759771,1904.303,1259.852,3.78,0.0001960952,1.533,0.348,0.90,2.393,dataset\i23.cat,None
2307,-10.8424,0.0142,-11.6878,0.0176,-11.7353,0.0212,3.50,5875.359,147.3241,75,80,148.8832835,+69.1451725,1948.103,666.298,6.37,0.0003310275,1.539,0.350,0.22,2.644,dataset\i23.cat,None
902,-10.8396,0.0143,-11.5296,0.0205,-11.5296,0.0205,3.56,5032.731,147.3241,65,86,149.0587494,+69.1225686,744.155,230.621,3.90,0.0002026366,1.653,0.395,0.93,2.368,dataset\i23.cat,None
4775,-10.8364,0.0143,-11.1341,0.0227,-11.1341,0.0227,3.50,4380.331,147.3241,43,45,148.9423140,+69.3464732,1538.113,4541.470,4.33,0.0002248284,1.059,0.056,0.85,1.847,dataset\i23.cat,gx_r
2245,-10.8344,0.0143,-12.6808,0.0215,-12.4159,0.0208,5.38,5757.877,147.3241,167,192,148.8920351,+69.1455944,1888.832,674.896,13.51,0.000701754,1.937,0.484,0.25,6.374,dataset\i23.cat,None
1723,-10.8343,0.0143,-11.2609,0.0263,-11.4942,0.0256,3.50,5952.98,147.3241,60,69,148.9087182,+69.1349057,1773.507,469.261,3.57,0.000185669,1.851,0.460,0.96,1.924,dataset\i23.cat,None
2972,-10.8306,0.0144,-11.2655,0.0207,-11.2655,0.0207,3.67,5109.619,147.3241,43,49,148.9078787,+69.1580701,1777.778,914.734,3.45,0.000179252,1.117,0.104,0.98,1.916,dataset\i23.cat,None
4715,-10.8296,0.0144,-11.2822,0.0206,-11.2822,0.0206,3.64,4367.412,147.3241,46,51,148.9797995,+69.2910123,1284.194,3474.310,3.31,0.0001720804,1.133,0.118,0.98,1.942,dataset\i23.cat,None
234,-10.8286,0.0144,-11.9611,0.0176,-11.9605,0.0176,3.97,5134.912,147.3241,89,91,149.0644119,+69.1135815,705.322,57.745,9.36,0.0004862107,1.889,0.471,0.02,3.212,dataset\i23.cat,None
3732,-10.8247,0.0145,-12.1633,0.0197,-12.1633,0.0197,4.82,4280.008,147.3241,117,128,149.0932289,+69.1839481,509.098,1412.776,6.79,0.0003528449,1.534,0.348,0.03,3.919,dataset\i23.cat,None
855,-10.8228,0.0145,-11.2374,0.0203,-11.2374,0.0203,3.57,5069.654,147.3241,41,45,149.0269759,+69.1212758,961.922,206.106,3.39,0.0001761349,1.147,0.128,0.98,1.905,dataset\i23.cat,None
1706,-10.8218,0.0145,-11.7887,0.0181,-11.7887,0.0181,3.50,4795.252,147.3241,81,91,149.0542567,+69.1356065,775.219,479.997,7.25,0.00037663,2.235,0.553,0.88,2.892,dataset\i23.cat,None
4051,-10.8193,0.0146,-12.5622,0.0159,-12.5084,0.0166,4.83,4632.415,147.3241,148,181,148.9215781,+69.1989023,1684.036,1698.222,11.70,0.0006077585,1.929,0.482,0.88,4.385,dataset\i23.cat,None
1610,-10.8177,0.0146,-11.3006,0.0211,-11.3006,0.0211,3.50,5054.367,147.3241,54,58,148.9925711,+69.1334292,1197.859,439.437,3.67,0.0001905098,1.257,0.205,0.97,2.006,dataset\i23.cat,None
1711,-10.8174,0.0146,-11.7186,0.0216,-11.7186,0.0216,4.35,6138.102,147.3241,71,77,148.8912194,+69.1347904,1892.095,468.070,7.18,0.0003727361,1.358,0.264,0.33,2.752,dataset\i23.cat,None
2374,-10.8172,0.0146,-11.3030,0.0239,-11.3030,0.0239,4.41,5018.271,147.3241,44,50,148.9594404,+69.1458358,1424.987,678.801,3.60,0.0001871617,1.174,0.148,0.97,2.004,dataset\i23.cat,None
3814,-10.8167,0.0146,-11.4179,0.0208,-11.4179,0.0208,3.67,4686.246,147.3241,56,87,148.9442847,+69.1871224,1528.179,1473.754,3.40,0.0001767845,1.461,0.316,0.98,2.192,dataset\i23.cat,None
793,-10.8157,0.0146,-11.8480,0.0216,-11.8480,0.0216,5.18,4449.641,147.3241,69,76,149.1228674,+69.1205135,303.267,191.913,6.24,0.0003242992,1.353,0.261,0.07,3.023,dataset\i23.cat,None
4728,-10.8152,0.0146,-12.0930,0.0196,-12.0930,0.0196,4.70,4380.176,147.3241,114,119,149.0279783,+69.2938711,956.056,3529.186,6.15,0.0003194293,1.160,0.138,0.03,3.713,dataset\i23.cat,fo
1654,-10.8148,0.0146,-11.2709,0.0245,-11.2709,0.0245,4.62,4489.698,147.3241,39,58,149.0901264,+69.1341396,529.219,454.050,3.29,0.0001708643,1.076,0.071,0.97,1.951,dataset\i23.cat,None
350,-10.8125,0.0147,-10.9802,0.0253,-10.9802,0.0253,3.50,7656.683,147.3241,44,45,148.8774909,+69.1144720,1988.113,75.596,4.42,0.0002296469,1.243,0.196,0.93,1.707,dataset\i23.cat,None
1186,-10.8088,0.0147,-12.0309,0.0191,-12.0309,0.0191,4.32,4520.758,147.3241,113,118,149.0963690,+69.1269690,486.046,315.654,6.65,0.000345426,1.106,0.096,0.02,3.379,dataset\i23.cat,fo
2281,-10.8086,0.0147,-11.4891,0.0193,-11.4891,0.0193,3.50,5401.075,147.3241,59,83,148.9223816,+69.1457686,1679.325,676.722,5.01,0.0002600799,1.362,0.266,0.94,2.377,dataset\i23.cat,None
3987,-10.8086,0.0147,-12.4207,0.0169,-11.9905,0.0217,4.99,4695.876,147.3241,102,115,148.9169128,+69.1954718,1714.272,1635.427,6.93,0.000360153,2.060,0.515,0.02,5.137,dataset\i23.cat,None
2775,-10.8076,0.0147,-11.2581,0.0204,-11.2581,0.0204,3.50,4938.702,147.3241,49,52,148.9659901,+69.1534208,1380.020,825.159,3.58,0.0001859334,1.065,0.061,0.98,1.964,dataset\i23.cat,None
3299,-10.8052,0.0147,-11.4669,0.0240,-11.4669,0.0240,4.46,4871.114,147.3241,56,65,148.9313497,+69.1668604,1617.066,1083.676,3.92,0.0002038791,1.220,0.180,0.97,2.320,dataset\i23.cat,None
2830,-10.8045,0.0147,-11.3047,0.0209,-11.3047,0.0209,3.50,5294.495,147.3241,55,57,148.8957798,+69.1547383,1860.368,851.137,3.87,0.0002009872,1.420,0.296,0.98,2.031,dataset\i23.cat,None
3567,-10.8038,0.0147,-11.6593,0.0238,-11.6593,0.0238,5.04,4828.112,147.3241,66,70,148.8931817,+69.1761875,1877.067,1263.467,4.26,0.0002214172,1.490,0.329,0.91,2.748,dataset\i23.cat,None
4514,-10.8021,0.0148,-13.7581,0.0083,-13.7581,0.0083,3.70,4286.597,147.3241,612,648,149.0876141,+69.2503816,549.175,2692.028,21.36,0.00110964,1.256,0.204,0.00,9.017,dataset\i23.cat,fo
4490,-10.8000,0.0148,-11.8609,0.0197,-11.8609,0.0197,4.26,4312.785,147.3241,92,94,148.9920349,+69.2424503,1201.005,2539.067,5.86,0.0003041923,1.070,0.066,0.02,3.110,dataset\i23.cat,fo
4507,-10.7988,0.0148,-11.6675,0.0223,-11.6675,0.0223,4.54,4299.856,147.3241,72,78,149.0362982,+69.2467087,899.057,2620.363,4.74,0.0002460018,1.276,0.216,0.24,2.759,dataset\i23.cat,None
3791,-10.7886,0.0150,-11.4635,0.0234,-11.4635,0.0234,4.34,4750.465,147.3241,57,64,148.9198768,+69.1861762,1695.260,1455.196,3.92,0.0002035171,1.103,0.094,0.97,2.350,dataset\i23.cat,None
805,-10.7859,0.0149,-12.9298,0.0176,-12.6850,0.0173,5.75,4935.302,147.3241,199,235,149.0658945,+69.1239688,695.322,257.733,16.81,0.0008733392,1.583,0.368,0.07,7.404,dataset\i23.cat,None
189,-10.7850,0.0150,99.0000,99.0000,-12.5692,0.0205,0.00,7685.338,147.3241,184,230,148.8999445,+69.1111639,1832.360,12.160,10.74,0.0005576496,1.742,0.426,0.49,-10.354,dataset\i23.cat,None
4656,-10.7843,0.0149,-12.5251,0.0157,-12.5251,0.0157,4.16,4363.804,147.3241,188,202,148.9604385,+69.2795808,1416.451,3253.114,9.51,0.0004939533,1.496,0.332,0.02,4.825,dataset\i23.cat,fo
2544,-10.7832,0.0150,-11.1466,0.0223,-11.2339,0.0265,3.50,5620.799,147.3241,42,50,148.8907052,+69.1486059,1896.259,732.725,3.26,0.0001691626,1.216,0.178,0.96,1.780,dataset\i23.cat,None
4123,-10.7815,0.0150,-11.6211,0.0264,-11.6211,0.0264,5.36,4615.634,147.3241,65,89,148.9174732,+69.2011336,1711.696,1744.227,3.45,0.0001793483,1.130,0.115,0.94,2.741,dataset\i23.cat,None
3177,-10.7802,0.0151,-11.5044,0.0218,-11.3880,0.0248,4.31,4875.315,147.3241,53,58,148.9789644,+69.1637078,1291.602,1022.624,4.22,0.0002193432,1.148,0.129,0.86,2.432,dataset\i23.cat,None
2800,-10.7793,0.0151,-11.4171,0.0218,-11.5169,0.0233,3.72,4928.71,147.3241,62,65,148.9718264,+69.1544091,1339.930,843.604,5.45,0.0002831493,1.449,0.310,0.49,2.324,dataset\i23.cat,None
1628,-10.7734,0.0151,-12.2584,0.0187,-12.1530,0.0219,4.00,5907.306,147.3241,130,143,148.9122207,+69.1343364,1748.275,457.798,16.93,0.0008795288,1.561,0.359,0.20,4.906,dataset\i23.cat,None
2845,-10.7729,0.0151,-11.3840,0.0205,-11.3840,0.0205,3.50,4619.703,147.3241,52,77,149.0437851,+69.1549821,847.732,855.319,4.43,0.0002299022,1.396,0.284,0.98,2.199,dataset\i23.cat,None
1152,-10.7725,0.0151,-11.8226,0.0242,-12.0314,0.0262,3.71,5006.974,147.3241,109,140,149.0524901,+69.1267253,787.491,311.357,6.61,0.0003431479,1.846,0.458,0.85,3.401,dataset\i23.cat,None
3910,-10.7715,0.0151,-11.2804,0.0202,-11.2804,0.0202,3.50,4737.386,147.3241,49,55,148.9148838,+69.1913675,1729.497,1555.316,3.89,0.0002020482,1.160,0.138,0.98,2.015,dataset\i23.cat,None
599,-10.7696,0.0151,-12.2123,0.0229,-12.1302,0.0250,5.12,5054.824,147.3241,122,153,149.0581592,+69.1191407,747.729,164.330,8.37,0.0004349722,1.312,0.238,0.04,4.662,dataset\i23.cat,None
830,-10.7661,0.0152,-11.4227,0.0210,-11.4531,0.0251,3.54,4841.481,147.3241,61,64,149.0747781,+69.1213688,633.407,208.181,4.57,0.0002374926,1.391,0.281,0.87,2.291,dataset\i23.cat,None
3586,-10.7645,0.0152,-11.1979,0.0228,-11.1979,0.0228,3.94,4488.021,147.3241,42,59,149.0109426,+69.1767997,1072.248,1274.881,3.18,0.0001652869,1.118,0.106,0.96,1.888,dataset\i23.cat,None
370,-10.7631,0.0153,-11.8274,0.0186,-11.7731,0.0245,3.50,6917.441,147.3241,89,96,148.9257116,+69.1153339,1657.274,92.006,6.83,0.0003546333,1.205,0.170,0.42,3.245,dataset\i23.cat,None
3141,-10.7605,0.0153,-11.7259,0.0205,-11.7259,0.0205,4.05,4948.939,147.3241,83,111,148.9164670,+69.1637365,1719.373,1023.979,6.85,0.0003559866,1.538,0.350,0.07,2.914,dataset\i23.cat,None
467,-10.7599,0.0153,-11.7068,0.0197,-11.7068,0.0197,3.50,4337.148,147.3241,94,102,149.1470325,+69.1162372,138.074,110.650,7.92,0.0004113755,1.431,0.301,0.02,2.810,dataset\i23.cat,None
3913,-10.7598,0.0153,-11.7642,0.0253,-11.7642,0.0253,5.77,4725.065,147.3241,56,83,148.8929491,+69.1920290,1879.681,1568.612,4.19,0.0002177245,1.459,0.315,0.97,3.248,dataset\i23.cat,None
1265,-10.7595,0.0153,-11.0785,0.0216,-11.0785,0.0216,3.50,5651.524,147.3241,38,68,148.9492777,+69.1282769,1495.069,340.518,3.34,0.0001735303,1.115,0.104,0.97,1.758,dataset\i23.cat,None
1984,-10.7519,0.0154,-11.0411,0.0224,-11.0411,0.0224,3.50,5474.011,147.3241,37,53,148.9377256,+69.1386083,1574.730,540.290,3.39,0.0001761119,1.110,0.099,0.97,1.732,dataset\i23.cat,None
3985,-10.7517,0.0154,-11.8640,0.0236,-11.6731,0.0269,5.16,4665.246,147.3241,81,91,148.9248107,+69.1951643,1661.852,1630.227,5.37,0.0002787007,1.863,0.463,0.82,3.563,dataset\i23.cat,None
3288,-10.7511,0.0153,-12.0599,0.0217,-12.0599,0.0217,5.24,4373.126,147.3241,104,110,149.0667310,+69.1667666,689.899,1081.653,5.51,0.0002864312,1.234,0.190,0.15,3.876,dataset\i23.cat,fo
60,-10.7473,0.0155,-10.9278,0.0244,-11.0645,0.0255,3.50,7041.971,147.3241,32,38,148.9366533,+69.1111839,1582.175,12.336,3.64,0.0001888756,1.140,0.123,0.96,1.563,dataset\i23.cat,None
944,-10.7466,0.0155,-12.0575,0.0223,-11.6518,0.0271,5.94,5034.447,147.3241,79,89,149.0457796,+69.1235585,832.460,249.421,5.32,0.0002764759,1.665,0.399,0.80,4.554,dataset\i23.cat,None
1715,-10.7433,0.0155,-11.3472,0.0215,-11.3871,0.0267,3.60,5525.23,147.3241,55,62,148.9431344,+69.1347151,1536.422,465.624,4.04,0.0002096276,1.334,0.251,0.94,2.196,dataset\i23.cat,None
1313,-10.7419,0.0156,-11.3933,0.0217,-11.3933,0.0217,3.50,5389.523,147.3241,65,69,148.9715811,+69.1291146,1341.987,356.551,4.77,0.0002479126,1.416,0.294,0.59,2.345,dataset\i23.cat,None
898,-10.7387,0.0155,-12.4130,0.0140,-12.4130,0.0140,3.50,4772.314,147.3241,154,167,149.0763867,+69.1232381,624.653,242.292,11.11,0.0005772111,1.206,0.171,0.47,3.913,dataset\i23.cat,None
1528,-10.7345,0.0157,-11.5009,0.0197,-11.5009,0.0197,3.50,5732.746,147.3241,60,67,148.9266659,+69.1321627,1649.732,414.788,6.27,0.0003255979,1.408,0.290,0.08,2.529,dataset\i23.cat,None
2799,-10.7295,0.0157,-10.9764,0.0283,-11.2818,0.0268,3.50,5439.178,147.3241,44,54,148.8741832,+69.1538394,2009.580,833.813,4.56,0.0002366551,1.354,0.261,0.97,1.753,dataset\i23.cat,None
1656,-10.7280,0.0157,-11.0401,0.0241,-11.0401,0.0241,3.85,4963.226,147.3241,37,39,149.0405456,+69.1335317,869.493,441.954,3.31,0.0001720393,1.083,0.076,0.96,1.737,dataset\i23.cat,None
4072,-10.7276,0.0157,-11.7964,0.0244,-11.7964,0.0244,5.85,4652.266,147.3241,62,84,148.9179235,+69.1984849,1708.587,1692.973,4.20,0.0002181945,1.385,0.278,0.95,3.447,dataset\i23.cat,None
917,-10.7239,0.0158,-11.4436,0.0255,-11.4436,0.0255,4.05,5033.281,147.3241,67,75,149.0545231,+69.1227255,772.922,233.565,3.64,0.0001892637,1.007,0.007,0.82,2.426,dataset\i23.cat,None
3358,-10.7236,0.0157,-11.4433,0.0202,-11.4433,0.0202,3.50,4266.677,147.3241,63,68,149.1318757,+69.1685514,243.894,1117.102,4.49,0.0002334649,1.163,0.140,0.48,2.452,dataset\i23.cat,None
487,-10.7231,0.0157,-11.1511,0.0240,-11.2000,0.0290,3.64,4933.882,147.3241,43,52,149.0753463,+69.1163305,630.079,111.059,3.50,0.0001817801,1.324,0.245,0.97,1.911,dataset\i23.cat,None
1057,-10.7229,0.0158,-11.5200,0.0254,-11.5200,0.0254,4.76,4875.77,147.3241,62,84,149.0693941,+69.1245390,670.870,269.439,4.92,0.0002557909,1.071,0.066,0.07,2.582,dataset\i23.cat,None
3731,-10.7222,0.0158,-11.4097,0.0263,-11.4097,0.0263,5.22,4704.445,147.3241,47,52,148.9564277,+69.1831274,1445.338,1397.180,3.52,0.0001827524,1.189,0.159,0.98,2.354,dataset\i23.cat,None
2130,-10.7196,0.0159,-11.8470,0.0195,-11.8470,0.0195,3.50,5449.052,147.3241,102,138,148.9315883,+69.1417219,1617.384,599.759,9.43,0.0004899743,1.751,0.429,0.34,3.247,dataset\i23.cat,None
4578,-10.7144,0.0159,-11.9093,0.0225,-11.9093,0.0225,5.27,4365.453,147.3241,84,92,148.8887557,+69.2613138,1904.873,2903.234,4.87,0.0002528912,1.114,0.102,0.21,3.646,dataset\i23.cat,None
2098,-10.7136,0.0159,-11.3850,0.0247,-11.3850,0.0247,4.76,4465.76,147.3241,44,63,149.0857741,+69.1407378,558.578,580.700,3.57,0.0001856415,1.200,0.167,0.98,2.306,dataset\i23.cat,None
4188,-10.7050,0.0160,-11.3444,0.0271,-11.3444,0.0271,4.74,4549.699,147.3241,51,58,148.9173066,+69.2058080,1711.701,1834.271,3.62,0.0001879536,1.475,0.322,0.98,2.238,dataset\i23.cat,None
2023,-10.7049,0.0160,-11.1769,0.0264,-11.1769,0.0264,4.51,4999.012,147.3241,37,44,148.9873151,+69.1392457,1234.011,551.908,3.43,0.0001781922,1.023,0.023,0.97,2.007,dataset\i23.cat,None
4132,-10.7034,0.0161,-11.2377,0.0261,-11.2377,0.0261,4.30,4591.224,147.3241,46,67,148.9228847,+69.2012922,1674.173,1747.637,3.62,0.0001881442,1.443,0.307,0.97,2.065,dataset\i23.cat,None
391,-10.7031,0.0160,-11.4610,0.0252,-11.4455,0.0285,4.20,4886.931,147.3241,65,71,149.0785493,+69.1154983,607.881,95.331,4.00,0.0002076078,1.512,0.339,0.88,2.503,dataset\i23.cat,None
2939,-10.7025,0.0160,-11.6502,0.0210,-11.6502,0.0210,3.59,5076.404,147.3241,81,93,148.9145949,+69.1578663,1731.850,910.313,5.98,0.0003108262,1.118,0.105,0.86,2.930,dataset\i23.cat,None
471,-10.6992,0.0161,-12.0510,0.0225,-11.8929,0.0251,5.26,5068.406,147.3241,84,114,149.0559708,+69.1178948,763.388,140.070,8.45,0.0004389079,2.164,0.538,0.86,4.381,dataset\i23.cat,None
3957,-10.6982,0.0161,-12.3011,0.0155,-12.1782,0.0186,4.02,4726.126,147.3241,126,129,148.9043428,+69.1942179,1800.365,1612.310,10.19,0.0005295373,1.561,0.359,0.02,4.218,dataset\i23.cat,None
3552,-10.6979,0.0161,-11.1425,0.0230,-11.1425,0.0230,3.50,4688.462,147.3241,46,61,148.9815757,+69.1759660,1272.499,1258.122,3.77,0.0001960631,1.412,0.292,0.97,1.940,dataset\i23.cat,None
3634,-10.6969,0.0161,-11.3401,0.0263,-11.3401,0.0263,4.16,4640.589,147.3241,56,63,148.9790864,+69.1796532,1290.173,1330.090,3.62,0.0001879115,1.388,0.280,0.97,2.290,dataset\i23.cat,None
